epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,2289.47,0.3022,0.31068,0.92043,0.92603,0.90243,0.93011,0.88881,0.40902,0.43595,0.84573,0.000191129,0.000191129,0.000191129
72,2321.52,0.29244,0.27145,0.92094,0.91379,0.91172,0.93106,0.89228,0.4136,0.44424,0.85291,0.000173445,0.000173445,0.000173445
73,2348.45,0.29169,0.2779,0.92389,0.92811,0.90528,0.93207,0.89323,0.40451,0.42017,0.85264,0.000155761,0.000155761,0.000155761
74,2382.71,0.2894,0.24838,0.92165,0.92993,0.90059,0.93188,0.89219,0.40121,0.43799,0.85219,0.000138077,0.000138077,0.000138077
75,2414.84,0.28267,0.26323,0.91854,0.95319,0.88198,0.93318,0.89179,0.40246,0.41483,0.85083,0.000120393,0.000120393,0.000120393
76,2448.68,0.28818,0.26193,0.91191,0.93956,0.89378,0.93434,0.89243,0.40867,0.41195,0.85762,0.000102709,0.000102709,0.000102709
77,2480.72,0.27481,0.2554,0.90371,0.92538,0.90505,0.93271,0.89087,0.40485,0.41889,0.85739,8.50255e-05,8.50255e-05,8.50255e-05
78,2507.96,0.26996,0.2539,0.90535,0.93435,0.89378,0.93511,0.89196,0.40473,0.40558,0.85977,6.73416e-05,6.73416e-05,6.73416e-05
79,2534.94,0.28088,0.25703,0.91756,0.94142,0.89168,0.93451,0.89065,0.40751,0.40383,0.86163,4.96578e-05,4.96578e-05,4.96578e-05
80,2562.24,0.27129,0.24075,0.90077,0.92598,0.90828,0.93463,0.8921,0.40193,0.40202,0.85772,3.19739e-05,3.19739e-05,3.19739e-05
